Sentences	Label
@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins	fear
#panic Panic attack from fear of starting new medication	fear
@stephenfhayes Mustard gas = hostile work environment, not #terrorism; call #OSHA not #military	fear
An @amityaffliction kind of drive home from work today  #dailyfeels	fear
♪OLD FISH 	fear
Rojo is a terrible defender	fear
Being forced into a fake hug by someone who didn’t flinch to get litigious with you in the past - #awful 😖👺🙅	fear
This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.	fear
@hotpatooties more like quickie divorce #awful	fear
Noooooo @GBBOUK without #MaryBerry will be #awful #endofanera going 2b so #lost @Channel4 have bought a #lameduck there #notallaboutthemoney	fear
@SimplyMayaMarie @STILLStanding_B 😂😂😂 y'all know I'm crazy its just shocking that's all	fear
Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...	fear
@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific	fear
@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully	fear
@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical #bully #lifer	fear
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt	fear
Has anyone else had a bad experience with Poundstretcher? #nightmare firm	fear
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint	fear
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ 	fear
I really want to go for fright night but I really don't 😁	fear
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible	fear
Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter 	fear
As #life gets longer, #awful feels #softer, well it #feels pretty soft to me. #modestmouse @modestmouseband	fear
in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat	fear
Do not #worry about anything but #pray about everything.	fear
#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting	fear
Didn't concede yet but having a nightmare at the back #MUFC	fear
My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳	fear
Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky	fear
@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄	fear
@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!	fear
@MobilePunch  alarming	fear
Saga: When all of your devices and teles fail just in time for bake off  #gbbo	fear
@fatgirlhealthy @MBSCBILL ....so that what do to use violence and intimidation for a polictical agenda.; aka terrorism?	fear
@jk_rowling @Riverfeather207 Donald Trump in the White House 	fear
@FaithHill I remember it well #happy  #Positive	fear
I always dread Wednesday's and the always end up making me the happiest	fear
However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety	fear
Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln	fear
It appears my fire alarm disapproves of my cooking style	fear
Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus	fear
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game	fear
White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.	fear
@yellowsuburbia really?? after so long that's shocking tbh	fear
@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom	fear
@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder	fear
The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork	fear
Tremor!!!\n 	fear
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic	fear
@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour	fear
Overtime... #TeamNA #WCH2016 	fear
Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success	fear
dread pitt	fear
Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone 	fear
I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind	fear
We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16	fear
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone? 	fear
@aidankerrpol I think you should do. Get the fashion police involved. #shocking	fear
Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep	fear
Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪	fear
@S_Moore24 wow that sounds terrific	fear
@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down	fear
Mom you remember when Narley died? You cried like a baby! #bully	fear
@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate	fear
The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution	fear
@SAHARTHERAPPER I unfollowed without hesitation &lt;3	fear
@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great people👍🏻👍🏻	fear
Time for some despair #SDR3  #fuckthisanime	fear
#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠	fear
shake fries	fear
I really hate Mel and Sue. They think they're hilarious and they're just awful	fear
@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉	fear
@kevinrouth Now that's what I call a gameface! #gameface 	fear
Happy Birthday to my favorite author, @StephenKing  #writer #author	fear
@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud	fear
@JamieSmart93 that was shocking!	fear
#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of	fear
@UndeadLayne @Lauren_Southern all the bully	fear
@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump 	fear
@lukeshawtime terrible	fear
$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm	fear
Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds	fear
@wrexham I've joined holidog, paw shake and tailster and have one regular customer I just love it 🙈🙈haha @EmilyHD26 @ellshd	fear
@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.	fear
I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.	fear
I am in #shock and #awe and the places my #toddler manages to get his dinner.	fear
@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak	fear
In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting	fear
@OpheliaMCFLY_GD yes!! Once I'm done with people I'm really done.... lying to me is the worse thing someone can do I'm a nightmare 😂	fear
.@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! 	fear
@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.	fear
@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!	fear
I'm so confused by the new American horror story 😩	fear
@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.	fear
US you need to band together not apart #nevertrump he promotes hatred and fuels 	fear
@jamieyates That's what we strive for, Jamie! Please don't hesitate to reach out if you have any questions along the way. 🙂	fear
@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun	fear
@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.	fear
courage the cowardly dog is like american horror story for kids	fear
Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity 	fear
When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' 	fear
#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism	fear
Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely━\n@ardentflier	fear
Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote	fear
Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme	fear
@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service	fear
@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!	fear
@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall	fear
Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started	fear
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress 	fear
When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing	fear
@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.	fear
@Burnt_Out_Darth @theaterofscifi thanks. 	fear
@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror	fear
Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .	fear
@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.	fear
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible	fear
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...	fear
I'm so nervous 😭	fear
My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O	fear
I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible	fear
@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*	fear
@MasterTomTheDom  I hate winter, I dread it's arrival.	fear
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦  #timetogrind	fear
@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack 	fear
Round 2 #panic #pcola	fear
@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation	fear
Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️	fear
Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited 	fear
#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz 	fear
.@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you 	fear
Am I the only one with parking sensors who still manages to reverse into things? #nightmare	fear
@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69, true story	fear
I really wanna go to fright fest 😩	fear
Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless	fear
@salutetroye you look adorable awe	fear
It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista 	fear
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice	fear
I need to learn to be in one place at one time and try not to worry about everything all at once	fear
Trying to book holiday flights on @britishairways website is becoming a 	fear
There goes the butterflies in my stomach.  #anxietyproblems	fear
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2	fear
a #monster is only a #monster if you view him through 	fear
On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot 	fear
Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants.	fear
Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....😑😂	fear
Greatest sign of trust is me giving you my laptop or phone without hesitation	fear
@caseycdutch @m_rath that's what some rioters are doing 	fear
should I #start posting #photos?	fear
The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!	fear
Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful	fear
I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh	fear
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider 	fear
@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao	fear
@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.	fear
@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible	fear
#start ur day wit a smile\n#buviobby	fear
penny dreadful just cleaved off a fraction of my heart	fear
Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much	fear
To com sede de milk shake	fear
There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful	fear
Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared	fear
If I was friends with me I'd hate me SO MUCH with the amount I bully them	fear
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus	fear
Shame on you @SkyNews showing an elephant being hunted and killed, 	fear
Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours	fear
@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one	fear
Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael	fear
@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking	fear
@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!	fear
@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic	fear
@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully	fear
Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!	fear
Jorge deserves it, honestly. He's weak. #revolting #90dayfiance	fear
Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable 	fear
So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media 	fear
I was literally shaking getting the EKG done lol 🙄	fear
@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error 	fear
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain	fear
Not the best horror ever but I like that the uncertainty	fear
@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon	fear
@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists	fear
If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter	fear
Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. 	fear
@97_aleix having a terrific game and not at all fazed #MCFC	fear
@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP	fear
McDavid breakaway. Lundqvist with a tremendous save.	fear
@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety	fear
@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--	fear
Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses	fear
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror	fear
I can be so shy but once I come out of my shell that's it 😂	fear
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. 	fear
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited	fear
First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh	fear
@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths	fear
He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂	fear
@Apolocreed4 What is even more shocking is that someone gave him a record deal! lol	fear
I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 	fear
@Dolla_DeLotta They wanna bully the Inhuman.	fear
Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA	fear
Don't be so shy #nl	fear
Just Laying Here, Can't Sleep 4 Some Reason #restless	fear
False alarm // matoma &amp; Becky hill	fear
In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news	fear
Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000	fear
@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! 	fear
@tariqmateen but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement	fear
Forgot to plug the phone in overnight #nightmare	fear
My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism 	fear
You don't know what to expect by Brendon's video lmao LA devotee video got me shook 	fear
@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there	fear
@slashersocial #horror H3LL I SURE DID!!! LOL\nHappy about this decision. :)	fear
What's up Cowboys? #horrible	fear
Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered #shocking #badservice	fear
@_MariaPetrova should have stopped after 'smiled'. Being rude=not the same as being funny.It was just being mean #bully  #stoppickingonwomen	fear
Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦 #nervous #timetogrind	fear
Happy 69th @StephenKing! May u keep haunting us for many years.  #writing	fear
I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(	fear
@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare	fear
#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress #anxiety	fear
there are magpies gathering around me help I'm going to be swooped ! 	fear
@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder	fear
The Pats are awesome. Belichick is awesome ...they just are. #awestruck	fear
@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.	fear
@ClaretNBlues forest gate u could see he was a bully cunt big bald cunt his mates looked in shock when I hit him and didn't do shit when he	fear
Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke	fear
@esanderc @MrsFridayNext It is very specific areas only. I care like 0% about clothes, much to my mother's dismay.	fear
My study skills are terrible 😒	fear
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety	fear
#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward 	fear
Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch 	fear
I thought the nausea and headaches had passed but lol I feel awful today	fear
@ReaganBattalion That's a terrible thing to accuse Scott Baio of.	fear
Multitasking .... I may have to induce these seeds of mine to sleep. #restless	fear
If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. 	fear
There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 	fear
😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x	fear
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me #frightened	fear
❤︎I... I can't! I'm scared! Bees terrify me.	fear
@iTriborg — make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —	fear
Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.	fear
Which #JohnCarpenter #horror #action #flick is your favorite ??	fear
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited	fear
@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something 	fear
a #monster is only a #monster if you view him through #fear	fear
@debscov65 local solutions fine but not 864 providers negotiating with 32 LA's/IJB 's #scare resources	fear
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success	fear
@britishairways term 5 security queues at arrivals #shocking	fear
Will do fine on the mat tonight with or without sleep. theres no worry for that on this side of the water	fear
I delete numbers so quick with no hesitation	fear
@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind	fear
#ArchangelSummit @sethgodin  Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership 	fear
@tcarrels  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist	fear
Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about #terrorism.	fear
Remember the #twinkie #scare ???? #tbt	fear
@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!! #awful #TNF	fear
ok, ok.. I know.. my last tweet was 	fear
I had really strange and awful dreams last night. I'd didn't even eat cheese before bed #nightmare #lovemysleep	fear
How do you ever stop being #afraid of someone that you live with	fear
Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.	fear
As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊	fear
@andreasarahco do you actually heely on campus bc this should scare you	fear
So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning	fear
@imjustatrankk awe yay wish i could rt /:	fear
The #Texans should never play a prime time game again...this is #awful #TNF	fear
This maybe a new start but it will always be align with the end.  #forward	fear
When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.	fear
#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher	fear
Realized I intimidate people with low Self Esteem a long time ago. I only surround myself with Winners and people who know how to get money	fear
“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears	fear
Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.'	fear
like srsly somebody help me deal with this social anxiety	fear
With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology	fear
Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.	fear
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus	fear
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider #shocking	fear
Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth	fear
Just had my interview for the medical internship and I am beyond nervous😩 I was shaking so bad it was unreal😳	fear
You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic	fear
oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here	fear
@FoxNews Yeah we're also experiencing terrorist attacks by Islam and #BlackLivesMatter at an alarming rate.	fear
@SeanUnfiltered Texans are scared of this bunch! 	fear
And im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread.	fear
@gowoonist i got that but you were alarming	fear
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO	fear
Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic	fear
&amp; I'll actually shoot somebody if I have to not just draw down or expose it to somebody to scare them 😮#Charles	fear
@britishairways term 5 security queues at arrivals 	fear
When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords	fear
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal	fear
When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.	fear
@Away_Label_Not True Indeed! Next time if these midnight hunger pangs worry you,then you can order delicious rolls from #TRC via @ScootsyIt	fear
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything 	fear
@Coyblake6 @ChloeCramphorn hahahaa you know coy!	fear
Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.	fear
It's not a panic situation let's be honest. How shit are they. We just have Rooney up front 😂😂😂😂	fear
Multitasking .... I may have to induce these seeds of mine to sleep. 	fear
@DrColJ @drshow #Muslims have been in USA for ages. To think that Muslims commit #terrorism due to #Islam, you gotta be out of your mind.	fear
Who's afraid of the clowns???\ncomment down there....	fear
@SeanUnfiltered Texans are scared of this bunch! #intimidated	fear
Val having a nervous breakdown #floss #GBBO	fear
Drop every fear...	fear
Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime	fear
whats with these boxes when i search google on chrome #horrible #distracting	fear
@bkero @whispersystems Which really sucks because typing on a mobile device is always horrible and I hate it.	fear
@kevinrouth Now that's what I call a gameface! #gameface  #intimidate	fear
Insomniacs can't get sleep cuz they are too guilty about all the horrible shit they do. I'm a complete sociopath n sleep like a baby.	fear
@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️	fear
