Sentences	Label
@ditzkoff @jpodhoretz There’s not a metaphor in the world that will get at the hilarity of jpod pronouncing on humor.	joy
@MaureenKamash that's a good question. I really don't know. I am slowly losing my optimism	joy
Whatever you decide to do make sure it makes you #happy.	joy
Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.	joy
May your day be filled with #peace#love n #laughter .Have a very nice day full of #Success #Jummah Mubarak😇 , good morning☕ @WaseemBadami	joy
Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets.	joy
in love with @BarberCeleste  insta!!!... #hilarious	joy
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed #rejoice	joy
Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy	joy
@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.	joy
@clonmacart I'm beaming with glee.	joy
When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that	joy
Crossfit houston-la homefolks as for spry proprieties regimes: AJaFUE	joy
@elena_yip My random guesses for you! A potential Amelie, Kenneth of 30 Rock (but YA instead of TV) &amp; maybe w/ the optimism of Lara Jean?	joy
Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch 🙈 soo cute 🐺	joy
@HunterDean_ [he gives a gleeful squeak and wraps around you] All mine!	joy
Happiness is a choice life isn't about pleasing everybody #ALDUB62ndWeeksary	joy
I want the smoky clouds of laughter to swim about you forever more..	joy
It's better to be wetter than it is to be dry'- Thanks for the tip Val. First #GBBO hearty guffaw of the week	joy
it's so breezy out today, i can't go to back to school night with bare legs like i've had all day	joy
@OccasionalGod isn't that the reason horror is popular? the exhilaration that comes from discomfort is enjoyable -- watch The Green Room :D	joy
Life izn't about pleasing each others...😕\n\n#hell #with #pleasing	joy
#Taurus females are beautiful, sparkling jewels glowing in the moonlight.	joy
No doubt.... #smiling ...the best #medicine 😊😊😊	joy
@jay_roseee but that new breezy &amp; tiller 🔥🔥🔥🔥🔥	joy
@SoCalValerie this one was Apples attempt to make muslims happy 🕋	joy
I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.	joy
I fear that if United bottle this my heart would actually collapse from laughter.	joy
Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary	joy
When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou	joy
@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording	joy
@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.	joy
Watching the NY Phil webcast.  Something missing.  Reminds me of a blithe Journey's End I once saw on Bway.  Might just be the Gershwin.	joy
It's just the lack of company and liveliness out here that makes me bored.	joy
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious	joy
The people that call in to POV on KX4 make my night. #hilarious	joy
Rojo is hilarious	joy
Icon is pochama.\nHe is very cute and easily elated.	joy
Well that draw is lively! #EFLCup	joy
#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism	joy
@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. #hilarious	joy
@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️	joy
@globemartyk 'drunken patroons' make this whole situation much more jovial though.	joy
Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia	joy
IDC predicts that by 2020 the term cloud will no longer be used...'\n\nIT Managers and Administrators everywhere will rejoice.	joy
@__Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always #ColtsNation even when we have 6th string DBs playing 😔😔	joy
It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy	joy
The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace #delight	joy
Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food #laughter #praise #gospel #coffey1617	joy
@lakeline I still find you pleasing.	joy
f breezy	joy
Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago	joy
@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal	joy
@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears 	joy
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy 	joy
Ok, it seems there is still hope in BSNL 🙂\nNow, BB speed is ok 🙂\nBut I won't thank and elate much lest it be gone again like before 😐🙂	joy
tweet tweet chirp chirp losers	joy
Watch this amazing live.ly broadcast by @haythatjamile8  #musically	joy
So is cheerfulness, or a good temper, the more it is spent, the more remains. Ralph Waldo Emerson	joy
Watch this amazing live.ly broadcast by @kaylaaa_sartorious  #musically	joy
@EtherealMystic_ - felt like he couldn't control — and here she was, giving so much of herself, selflessly pleasing him. His groans were -	joy
brennan cook and breezy should get back together😍😍😍	joy
Oii oiii, @Louis_Tomlinson !!  \nTHANK YOU for always making me smile ! MY BIRTHDAY is in 16 days. 🎉 Mind following me as a gift ? 🎁 X225,884	joy
Will WHU be old bill free by the time the game with Chelsea comes around? 😂 😂 😂\nThat will be lively to say the least\n#AFC	joy
Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.	joy
#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela	joy
@delon03 can you at least just walk past her and break out into laughter	joy
Dehydrated, exhausted, stressed but still blessed. #optimism	joy
Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK	joy
@Coffeeking12 @jsavite I was injecting a little levity! The person who tweeted the coke/rape tweet is obviously an idiot	joy
If you love singing, but don't have time for a weekly choir, come down to #KWOIR at @theartworksuk tomorrow! #Choir  #musiclondon	joy
incetown, age 23, joyful, elevated in hope with the	joy
Only Geo is capable of cheering me up❤️❤️❤️	joy
@paraplyene @soupper i just read it and it's so fun??!!!! So lighthearted and cheerful, i was right, it's a double cavity for me.	joy
@lawson__lynch my kinda girl pleasing the dick right😍😏	joy
Rojo is so bad it's hilarious.	joy
Val is far too cheery for my liking ✋🏻	joy
May a man live well-, and long-enough, to leave many joyful widows behind him.	joy
LOVE LOVE LOVE  #fun #relaxationiskey	joy
Watch this amazing live.ly broadcast by @flydudern  #musically	joy
@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel	joy
@howcaniapply @radioscarboro Much to my delight!	joy
Something about these cool, breezy fall days.. 😍🍂🌾🍁	joy
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up.  #comedy #maybeoneday #hopefullyfunny #LOL	joy
- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batman’s -	joy
Good morning, Trondheim! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿	joy
@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.	joy
angel delight is my everything	joy
Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME	joy
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*	joy
@_BlueCouture The hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious.	joy
Try to find the good in the negative. The negative can turn out to be good.\n #anxietyrelief  #openminded	joy
promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see	joy
#GBBO can cheer me up ☺️	joy
repentance, and trusting in Christ. It is lowly and painful, but it is also joyous, peaceful, and absolutely glorious. (2/2)	joy
@BjerkeDanielle @FunnySayings lol that's hilarious	joy
@IreneEstry can't wait to see you Hun #cuddles #gossip #laughter	joy
y'all shabazz's name in my phone is 'easy breezy beautiful' &amp; I will not apologize.	joy
#blackish always has me #rollin 	joy
@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'	joy
@xmaseveevil1. #MSM is rejoicing that they've fooled us with these body doubles for so long &amp; now her death is a secret. Just like Hawkings	joy
Headed to Montalvo w/@jaxster3—bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016	joy
@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee	joy
I refuse to be a chirp chirp girl	joy
But uncle buck is on tho . #UncleBuck 	joy
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done 	joy
listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project.	joy
@88Palouseriver @ABC @NRA I rejoice everything time some moron is taken out of the genetics pool.	joy
@WyoWiseGuy @LivingVertical however, REI did offer me the job today as well. Can't believe how exponentially freaking joyous I feel...!!!	joy
Sharpened a pencil today, haven't sharpened once since 1999. ✏️ 	joy
Athenian: When mirth is the order of the day, he ought to be honoured most who gives most mirth to the greatest number (Laws)	joy
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.	joy
Watch this amazing live.ly broadcast by @swagrman_fan  #musically	joy
Starting at 22 minutes, this week's @bestshow4life is straight-up paradigm shift level mirth.	joy
The world needs more laughter, more love, and a little more of you. - R.M Drake.	joy
#ilofitt is #laughter #happiness #spiritual #mental #physical #pizza. Just kidding about the pizza. Work hard in all facets for a fitlife!	joy
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 	joy
@ATrumping hahahahahaha!! Oh gosh. You are hilarious. A black man trying to keep racism alive. Get out of here man.	joy
Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good #leadership	joy
#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy 	joy
I'm due for a big change! I've prayed on it, I think I deserve it #positivity 	joy
Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!	joy
Always hurting somewhere..... ALWAYS tired ....when are you lively ??	joy
Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter	joy
Keep smiling :)	joy
I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.	joy
Love your new show @driverminnie 	joy
@ReginalTSquirge you could add a jaunty bow\nOr bells	joy
categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees #bright fut @PMOIndia	joy
Watch this amazing live.ly broadcast by @kana_blender #lively #musically	joy
Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. 	joy
The irony and hilarity of making Taylor Lautner super cold all the time is not lost on me. God I missed this show 😂#ScreamQueens	joy
And girl I love your perfume there's something bout you 🎧 	joy
Look forward to the detours because they bring delightful surprises. #lifequote #delight	joy
😱 @cailamarsai you've had me 😂 😂 the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	joy
Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138	joy
#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.	joy
@Communism_Kills i get the subway melt and make sure it's only hearty italian bread... black olives are a must though	joy
I'm still laughing 'Bitch took my pillow' line  #kurt	joy
Accept the challenges so that you can feel the exhilaration of victory.	joy
Bunk ur class📚 at least once in your life time cuz later when u look back good marks will not make u happy but memories😊 will'    -APJ	joy
@Onision @Eugenia_Cooney annoyed by the good loving fans of Onision including myself Is really annoyed at how people just are too cheerful.	joy
Finally have all my braces on and I can't stop smiling 😊😊😊😊😊	joy
I really hate Mel and Sue. They think they're hilarious and they're just awful	joy
Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning...  #books #reading	joy
Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport	joy
@enews #breezy deserve it..	joy
@AQpk which was worse than expected and hilarious too. no one will even remember.	joy
Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends 	joy
@_Kdddd drop some off at 1133 cheery	joy
@KWAYNTjoia it's exhilarating	joy
A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack	joy
The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n #optimism #inspire	joy
*ZETH voice*: Hit The Target \n (holds up upside down cheering towel)	joy
Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL	joy
Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.	joy
Anyone know how the #Mariners did today? The mood here seems strangely jubilant! As Meatloaf says, 2 out of 3 ain't bad, unless you win one!	joy
Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.	joy
@Langston_Hunter Yeah bro it eas hella exhilarating	joy
@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile	joy
This night is sparkling don't you let it go,\nI'm wonder struck,\nBlushing on the way home.'	joy
god, Facebook's design has started to remind me of MySpace in its heyday	joy
One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused	joy
Blake lively is flawless	joy
@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively	joy
@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina	joy
I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!	joy
Unixware skydrive-cokie hearty exactment blame online: HEpHXhO	joy
smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(	joy
ari looks hilarious oh my g d this is too much	joy
Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef	joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter! #hilarious #cleverpeople	joy
I gave up on the U20 Rugby bet on the Roosters!  #nrl	joy
#ukedchat A4 Just go outside (or to the gym hall) and play! \n#education #playful #learning	joy
@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx	joy
@URClassless I think that yawning actor died of a drug overdose. 	joy
i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's	joy
 @cailamarsai you've had me   the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	joy
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour	joy
I take a strange delight from seeing mark Hughes struggle	joy
Vacation wise, Egypt offers great places, amazing scenery, bright skies and good weather at a very good and affordable price for students.	joy
Riggs dumb ass hell lolol #hilarious #LethalWeapon	joy
Lunatic Asylum: The place where optimism most flourishes.	joy
@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,	joy
@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro	joy
@palmtreesarah @WorthingTheatre had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤️	joy
At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself.	joy
The bits that were cooked actual tasted ... no, ok, the cooked AND raw bits tasted awful. 5/5 hilarity, 1/5 taste, 0/5 safe to ingest	joy
@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*	joy
Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092	joy
@_wednesdaychild I need to cheer up	joy
@Singaholic121 Good morning, love! Happy first day of fall. Let's make some awesome #autumnmemories #annabailey  	joy
@priny_baby happppy happppyyyyyy happppppyyyyy haaapppyyyy birthday best friend!! Love you lots 💖💖💖💖💖💖💖🎉🎊 #chapter22 #bdaygirl  #love	joy
@hesham786 that's the spirit 	joy
Panda eyed jaunty after watching jaws until late!	joy
@melsey6 oh good girl hope she is cheerful	joy
Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. #optimism	joy
what happened to breezy	joy
@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.	joy
@AiringOutMyScro \n\n'We'll see, once you're a few drinks in.' \n\nA playful wink is passed to him and, as they pull up into the small lot of -	joy
Watch this amazing live.ly broadcast by @mrgummyking #lively #musically	joy
@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. #hilarious	joy
How wonderful to see a show with a token man for once! #GlasgowGirls was uproarious, gleeful, important &amp; uplifting. Go see @stratfordeast!	joy
Follow me in instagram 1.0.7 #love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #smile #follow4follow #like4like #look …	joy
@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal	joy
It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace	joy
It's all about #redwine and 	joy
@samvirwin fancy! I have some of those and I have never put them up, I should do that. Also, I vote jaunty angles then no one will judge	joy
Martin Roth leaving V&amp;A shoes the effects of #Brexit: bright and talented foreigners made to feel unwelcome and leaving U.K. #c4news	joy
How did Ryan Murphy create both #AHS and #glee \nSo different	joy
@sportinglifecan I keep a down vest or sweater in my pack year round! Helps on chilly mornings or breezy mountain tops! #mysportinglife	joy
@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! 	joy
Watch this amazing live.ly broadcast by @brooks_swaggysquad  #musically	joy
Today's realisation that it was the last time I watch swimming lesson cos I go back to work next week lead to a joyous bedtime. #worstoneyet	joy
@LeeJarvis10 can't be following u pal he's smiling	joy
A hearty Jonza! to all my friends and follower.	joy
By the way, I'm wearing the smile you gave me today. \n#you #me #smile	joy
@Gennneral thanks gen!! Love you miss you happy birthday natong duha 💘💘	joy
@LindseySanford @simplymeasured this makes me giggle with glee!	joy
Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA	joy
@colmjoconnor well it was after my heyday too I'm afraid, I was expecting 1st baby I reckon. Now aged 15 *gulps* I'm so old :-)	joy
remember when glee did a take me or leave me cover but it was between two girls who werent even friends why did that do that	joy
@JMRescue not brilliant lol! Hoping seeing my horse tomorrow will cheer me up 😄 #equestrianhour	joy
Relive Vegas' heyday with Rat Pack tribute	joy
Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile	joy
@weebtard sparkling water wyd	joy
@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥	joy
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy	joy
jk. started this week strong and it's still going strong. 	joy
@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.	joy
@XenoStateOfMind yes\n\nmake her smile and be happy\nshe deserves happiness	joy
Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest 	joy
When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u	joy
Sanatana Lopez is definitely me 😂 	joy
Town is lively. Something happen?	joy
Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed 	joy
@MacEngelProf as a fact for levity, movie theaters on Post actually did play the N.A when I served; was the best part of movies like TheHulk	joy
@steenfox I'm feeling the exact same way. Also I read this in Akon's voice, it provided me with a hearty chuckle	joy
The human race has one really effective weapon, and that is laughter. -- Mark Twain	joy
Watch this amazing live.ly broadcast by @rosannahill #lively #musically	joy
I'm so so so excited for #UsernameRegenerated  I can't wait! I wish I could get a signed copy! I'm so happy for you. @Joe_Sugg	joy
Haven't yet read why Dutch drivers are so happy, but here's my theory: because they could quit driving and still have great transpo options.	joy
Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday  #eatcake	joy
I'm always smiling so that's why I'm always happy 😂	joy
@suavecitamay sparkling water is nice you know I tried it the other day	joy
God hears your voice optimism at the moment that you think that everything has failed you ✨.	joy
@barbarasgarden Thank you oh so much. There are many challenges but much rejoicing! ✨	joy
Avoiding hearty basset hound no time present-time american the brave: YDXef	joy
@Nick_Offerman I'll be there!! Can't wait for all the !	joy
I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy	joy
@Lil_PowWow @jweiler0528 More fat = more buoyant. Day 1 water stuff	joy
@BertGatti not had much to cheer about you see 😜😂😂	joy
Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the juxtaposition	joy
That was nearly aesthetically pleasing enough lol I need to do this on PS and not my phone	joy
@JoyAnnReid I totally understood his point, but we need a better messenger and the laughter just pissed me off! 😡	joy
Queen Bey will be smiling over sixth this afternoon	joy
Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness #smile #live	joy
@FoRDaYS14 😳 chewing what? #smile #arcdental #turlock	joy
@kermischocolate I have tried. A cheerful upbeat piece in Walking through History, usually in arty/docu types. Cannot find a trace of it.	joy
@pi6ie I want to achieve to your level of optimism	joy
Trying to loveee somebody, just wanna love somebody right now, guess there's just no pleasing me	joy
@berniedole looks that way. But let's think about Rohan last week ... 	joy
💥⚖️Yeah‼️ PAUL‼️⚖️💥  #glorious #BB18	joy
Bridesmaid dresses: having carnal delight in addition to separates: RFpBAX	joy
The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.	joy
Watch this amazing live.ly broadcast by @huntermcaseyy  #musically	joy
You got some dick recently right, you're happy, you're not sick and you're smiling. Life is good' 😭😭😭	joy
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs 🤗	joy
Your future is bright. #Remember	joy
I aspire to have Val's self confidence and optimism tbh 👏💖 #GBBO	joy
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown	joy
@IreneEstry can't wait to see you Hun #cuddles #gossip 	joy
It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #lol #hilarious #punny	joy
@INCIndia Oh please! INC talking about looting! I'm not saying #BJP is pure but this is such a #hilarious #irony! @BJP4India is def better!	joy
Go one extra mile just see her smiling	joy
I need a bit of #GBBO to cheer me up after a terrible day!	joy
Win,lose or draw vs LFC, all football fans will rejoice as West Ham &amp; Chelsea fans beat the shit out of each other in a council house! #COYS	joy
He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9	joy
TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #MPN #DemiLovato	joy
Yahweh your God is among you, a warrior who saves. He will rejoice over you with gladness.	joy
@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck	joy
I love how cheery and adoring @JackHoward gets every time he produces new content.	joy
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange	joy
@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal	joy
It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol 	joy
Now I'm back at @wxpnfm and am elated to record @mannequinpussy fucking shit up in our studio this evening.	joy
I'm honored to take on such a role in their joyous day. Hopefully I don't fuck it up	joy
light shining thru a clear sparkling stream of piss ,is a sight women will never know of(also tells tht system ure system is healthy)	joy
A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub	joy
Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂	joy
Pre-prepare direction plays hale and hearty situation an in child's evolvement: CMmyd	joy
Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy	joy
Swear I got the most playful ass bf ever 😂🙄	joy
My @timehop literally cracks me up when I see posts from 2 years ago and later 😂 #hilarious	joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents 	joy
is it bad that kurt is literally me..? 	joy
Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power'	joy
@MariamVeiszadeh why sick. I am rejoicing that it is only half	joy
Yesterday is history, tomorrow is amystery, and today is a gift; that's why they call it the present #livelife #humbleness  #live	joy
I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out	joy
@JaredWyand Trump wasn't laughing anyway, his expression never changed, he was smiling because it was a moment of levity, nothing racist!	joy
Good Master Vernon, welcome, nephews, from Bellario :\nThere is my lord, that thou interrupt'st our merriment.	joy
@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.	joy
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?  #optimism	joy
My future must be bright af.	joy
@wahrbear @marinarchy @diam0ndsapph1re There is some hilarity in someone who is literally openly anti-science calling others anti-science.	joy
